508.9285714285714, 9.805396262285186e-10
528.5714285714286, 1.1740897057249347e-9
551.7857142857142, 1.4290577733735896e-9
573.2142857142857, 1.7681156514477284e-9
592.8571428571429, 2.0827369593358185e-9
614.2857142857142, 2.4938513021595573e-9
632.1428571428571, 2.986116076446922e-9
653.5714285714286, 3.5755496786409157e-9
675, 4.2117886686593256e-9
692.8571428571429, 4.961241035305629e-9
708.9285714285713, 5.844052146670346e-9
728.5714285714287, 6.772132743348611e-9
753.5714285714284, 8.946143215923656e-9
778.5714285714284, 1.1068702843850978e-8
807.1428571428571, 1.4150844586924452e-8
835.7142857142856, 1.809122580560847e-8
866.0714285714287, 2.3898925662310527e-8
891.0714285714284, 3.0057415568573955e-8
917.8571428571429, 3.78028804904281e-8
944.6428571428571, 4.832930238571762e-8
973.2142857142858, 6.178686488405424e-8
998.2142857142856, 7.899176035548496e-8
1025, 1.0098745446572559e-7
1055.357142857143, 1.3123976191607522e-7
1094.642857142857, 1.8210125737345807e-7
1128.5714285714284, 2.485696378966151e-7
1157.142857142857, 3.177852332405107e-7
1187.5, 4.062742952851241e-7
1223.2142857142858, 5.730324707556125e-7
1255.3571428571427, 7.694882480075277e-7
1273.2142857142856, 8.916889222014779e-7
